country,Year,Predicted_URBAN_SDG_7_1_1,Correction_Factor,Corrected_Predicted_URBAN_SDG_7_1_1
Cabo Verde,2024,99.6190909090909,0.06348484848484996,99.68233393801653
Cabo Verde,2025,100.3909090909091,-0.07818181818182098,100.31242165289257
Cabo Verde,2026,101.1627272727273,-0.2906818181818238,100.86866561776861
Cabo Verde,2027,101.9345454545455,-0.6448484848485,101.27722208264466
Cabo Verde,2028,102.7063636363636,-1.3531818181818025,101.31655979752064
Cabo Verde,2029,103.4781818181818,-3.4781818181817954,99.8790225123967
Cabo Verde,2030,104.25,0.0,96.40504851119282
Cambodia,2022,119.6009090909091,-2.4501136363636373,116.67055090805786
Cambodia,2023,122.2945454545454,-3.184935064935057,118.39954359386064
Cambodia,2024,124.9881818181818,-4.1646969696969665,119.78280279752065
Cambodia,2025,127.6818181818182,-5.536363636363641,120.61288842975208
Cambodia,2026,130.3754545454545,-7.593863636363622,120.47492031198344
Cambodia,2027,133.0690909090909,-11.023030303030302,118.40084469421487
Cambodia,2028,135.7627272727273,-17.881363636363645,111.48650032644628
Cambodia,2029,138.4563636363636,-38.45636363636359,85.21108095867771
Cambodia,2030,141.15,0.0,52.44199780673244
Cameroon,2022,93.44454545454546,0.8194318181818172,94.21025979235537
Cameroon,2023,94.1418181818182,0.836883116883115,94.92967516410863
Cameroon,2024,94.83909090909091,0.8601515151515144,95.65485078650138
Cameroon,2025,95.53636363636365,0.8927272727272708,96.38924280991736
Cameroon,2026,96.23363636363638,0.9415909090909054,97.13976353512398
Cameroon,2027,96.9309090909091,1.023030303030301,97.92254166391184
Cameroon,2028,97.62818181818183,1.1859090909090853,98.7859633016529
Cameroon,2029,98.32545454545456,1.674545454545438,99.97195897520662
Cameroon,2030,99.02272727272728,0.0,101.64603487004597
Caribbean,2022,94.50272727272724,0.6871590909090948,95.15211135433881
Caribbean,2023,94.52909090909088,0.7815584415584453,95.26789099881934
Caribbean,2024,94.55545454545452,0.9074242424242461,95.41347366253441
Caribbean,2025,94.58181818181815,1.08363636363637,95.60674115702477
Caribbean,2026,94.60818181818179,1.3479545454545523,95.88345710537187
Caribbean,2027,94.63454545454543,1.7884848484848561,96.32706996143249
Caribbean,2028,94.66090909090906,2.669545454545471,97.18792508677684
Caribbean,2029,94.6872727272727,5.312727272727301,99.71774928925619
Caribbean,2030,94.71363636363634,0.0,105.01548135149633
Central African Republic,2022,29.87909090909091,8.765113636363637,32.49802718078512
Central African Republic,2023,30.60727272727273,9.913246753246753,33.64144719716647
Central African Republic,2024,31.33545454545455,11.444090909090908,34.921512450413225
Central African Republic,2025,32.06363636363637,13.587272727272728,36.42021008264464
Central African Republic,2026,32.79181818181819,16.80204545454545,38.301514378099185
Central African Republic,2027,33.52000000000001,22.159999999999997,40.94803200000001
Central African Republic,2028,34.24818181818182,32.87590909090909,45.50758293801653
Central African Republic,2029,34.97636363636364,65.02363636363637,57.71926714049587
Central African Republic,2030,35.70454545454546,0.0,95.25043351768777
Central America,2022,99.73,0.0337499999999995,99.763658875
Central America,2023,99.78363636363636,0.03090909090909122,99.8144785785124
Central America,2024,99.83727272727272,0.027121212121213507,99.86434980578511
Central America,2025,99.89090909090909,0.02181818181818187,99.91270347107438
Central America,2026,99.94454545454545,0.013863636363637966,99.95840140289256
Central America,2027,99.99818181818182,0.0006060606060600549,99.9987878677686
Central America,2028,100.0518181818182,-0.025909090909102872,100.02589566528927
Central America,2029,100.1054545454545,-0.10545454545450639,99.99988879338844
Central America,2030,100.1590909090909,0.0,99.89443436520635
Central and Southern Asia,2022,100.8609090909091,-0.10761363636363797,100.75236899896696
Central and Southern Asia,2023,101.3436363636364,-0.19194805194805806,101.14910922786308
Central and Southern Asia,2024,101.8263636363636,-0.30439393939393256,101.51641035674928
Central and Southern Asia,2025,102.3090909090909,-0.4618181818181796,101.83660892561983
Central and Southern Asia,2026,102.7918181818182,-0.6979545454545502,102.07437801446282
Central and Southern Asia,2027,103.2745454545455,-1.0915151515151678,102.14728814325072
Central and Southern Asia,2028,103.7572727272727,-1.8786363636363532,101.80805087190082
Central and Southern Asia,2029,104.24,-4.239999999999995,99.820224
Central and Southern Asia,2030,104.7227272727273,0.0,95.5878465024
Chad,2022,33.09363636363636,8.363295454545455,35.86135494938016
Chad,2023,34.11090909090909,9.412727272727272,37.32167593388429
Chad,2024,35.12818181818182,10.811969696969697,38.92623019146006
Chad,2025,36.14545454545454,12.770909090909091,40.76155768595041
Chad,2026,37.16272727272727,15.709318181818183,43.00073834504131
Chad,2027,38.18,20.606666666666666,46.04762533333333
Chad,2028,39.19727272727273,30.401363636363634,51.11377814462811
Chad,2029,40.21454545454546,59.78545454545454,64.25699424793389
Chad,2030,41.23181818181818,0.0,102.67333033630774
Congo,2022,67.51636363636364,4.0604545454545455,70.25783489256199
Congo,2023,68.49272727272728,4.50103896103896,71.57561161275089
Congo,2024,69.46909090909091,5.088484848484849,73.00401507438016
Congo,2025,70.44545454545454,5.910909090909092,74.60942132231405
Congo,2026,71.42181818181818,7.1445454545454545,76.52458244628099
Congo,2027,72.39818181818183,9.200606060606058,79.05925332231405
Congo,2028,73.37454545454545,13.312727272727273,83.1426985785124
Congo,2029,74.35090909090908,25.649090909090916,93.4212413553719
Congo,2030,75.32727272727273,0.0,117.38294047901249
Côte d'Ivoire,2022,98.28636363636365,0.21420454545454426,98.49689749483471
Côte d'Ivoire,2023,99.03636363636365,0.1376623376623363,99.17269940968123
Côte d'Ivoire,2024,99.78636363636365,0.03560606060605901,99.82189362947659
Côte d'Ivoire,2025,100.5363636363636,-0.10727272727272066,100.42851553719005
Côte d'Ivoire,2026,101.2863636363636,-0.3215909090909008,100.9606358987603
Côte d'Ivoire,2027,102.0363636363636,-0.6787878787878677,101.34375316804406
Côte d'Ivoire,2028,102.7863636363636,-1.3931818181818016,101.35436270661155
Côte d'Ivoire,2029,103.5363636363636,-3.5363636363636033,99.87494132231406
Côte d'Ivoire,2030,104.2863636363636,0.0,96.34300021555225
Democratic Republic of the Congo,2022,59.19454545454546,5.100681818181817,62.21387087190084
Democratic Republic of the Congo,2023,60.90545454545455,5.584935064935064,64.30698463282174
Democratic Republic of the Congo,2024,62.61636363636364,6.2306060606060605,66.51774258402205
Democratic Republic of the Congo,2025,64.32727272727271,7.134545454545457,68.9167312396694
Democratic Republic of the Congo,2026,66.03818181818181,8.490454545454547,71.64512362809917
Democratic Republic of the Congo,2027,67.74909090909091,10.75030303030303,75.03232348209366
Democratic Republic of the Congo,2028,69.46,15.270000000000003,80.066542
Democratic Republic of the Congo,2029,71.17090909090909,28.829090909090908,91.68883517355371
Democratic Republic of the Congo,2030,72.88181818181818,0.0,118.12189281922403
Djibouti,2022,73.48545454545454,3.314318181818182,75.92099632644629
Djibouti,2023,74.2690909090909,3.6758441558441564,76.99910694687131
Djibouti,2024,75.05272727272727,4.157878787878789,78.17332869972451
Djibouti,2025,75.83636363636363,4.832727272727274,79.5013282644628
Djibouti,2026,76.62,5.844999999999999,81.098439
Djibouti,2027,77.40363636363637,7.532121212121211,83.23377207713499
Djibouti,2028,78.18727272727273,10.906363636363636,86.71466100826447
Djibouti,2029,78.97090909090909,21.02909090909091,95.5777733553719
Djibouti,2030,79.75454545454545,0.0,115.67691020315793
Eastern Africa,2022,73.33363636363637,3.3332954545454534,75.77806313119835
Eastern Africa,2023,74.44363636363637,3.6509090909090895,77.16150585123968
Eastern Africa,2024,75.55363636363637,4.074393939393938,78.63198914462811
Eastern Africa,2025,76.66363636363637,4.667272727272726,80.24173735537191
Eastern Africa,2026,77.77363636363637,5.556590909090907,82.09519917148761
Eastern Africa,2027,78.88363636363637,7.038787878787876,84.43608819834711
Eastern Africa,2028,79.99363636363637,10.003181818181815,87.99554525206612
Eastern Africa,2029,81.10363636363637,18.89636363636363,96.42927441322314
Eastern Africa,2030,82.21363636363637,0.0,114.65090075825273
Eastern and South-Eastern Asia,2022,100.55,-0.06874999999999964,100.48087187499999
Eastern and South-Eastern Asia,2023,100.6454545454546,-0.0922077922077997,100.55265159386073
Eastern and South-Eastern Asia,2024,100.7409090909091,-0.12348484848484986,100.61650933195592
Eastern and South-Eastern Asia,2025,100.8363636363637,-0.16727272727273998,100.6676919008265
Eastern and South-Eastern Asia,2026,100.9318181818182,-0.2329545454545503,100.69669292355373
Eastern and South-Eastern Asia,2027,101.0272727272727,-0.34242424242423414,100.68133085399447
Eastern and South-Eastern Asia,2028,101.1227272727273,-0.5613636363636516,100.55506105371903
Eastern and South-Eastern Asia,2029,101.2181818181818,-1.2181818181818045,99.98516033057851
Eastern and South-Eastern Asia,2030,101.3136363636364,0.0,98.76715928655148
El Salvador,2022,96.98636363636365,0.3767045454545439,97.3517156766529
El Salvador,2023,97.00000000000001,0.42857142857142655,97.4157142857143
El Salvador,2024,97.01363636363638,0.4977272727272701,97.49649969008266
El Salvador,2025,97.02727272727273,0.5945454545454538,97.60414396694215
El Salvador,2026,97.0409090909091,0.7397727272727259,97.75879127066116
El Salvador,2027,97.05454545454546,0.9818181818181794,98.00744462809918
El Salvador,2028,97.06818181818183,1.4659090909090864,98.49111311983472
El Salvador,2029,97.08181818181819,2.9181818181818073,99.91484214876033
El Salvador,2030,97.09545454545456,0.0,102.8305389060105
Equatorial Guinea,2022,90.44727272727273,1.1940909090909084,91.52729538842976
Equatorial Guinea,2023,90.2709090909091,1.3898701298701286,91.52555749232586
Equatorial Guinea,2024,90.09454545454545,1.650909090909091,91.58192449586777
Equatorial Guinea,2025,89.91818181818182,2.0163636363636357,91.73125933884297
Equatorial Guinea,2026,89.74181818181819,2.5645454545454527,92.04328790082646
Equatorial Guinea,2027,89.56545454545456,3.4781818181818145,92.68070390082646
Equatorial Guinea,2028,89.38909090909091,5.305454545454545,94.13158849586777
Equatorial Guinea,2029,89.21272727272728,10.787272727272722,98.83634747107438
Equatorial Guinea,2030,89.03636363636365,0.0,109.49809382645408
Eritrea,2022,75.49000000000001,3.063749999999999,77.80282487500001
Eritrea,2023,75.33272727272728,3.5238961038961025,77.9873743140496
Eritrea,2024,75.17545454545454,4.137424242424243,78.28578202617079
Eritrea,2025,75.01818181818182,4.996363636363637,78.7663629752066
Eritrea,2026,74.86090909090909,6.284772727272728,79.56574708884297
Eritrea,2027,74.70363636363636,8.432121212121212,81.00273753168044
Eritrea,2028,74.54636363636364,12.726818181818182,84.03374379752066
Eritrea,2029,74.38909090909091,25.61090909090909,93.4408133553719
Eritrea,2030,74.23181818181818,0.0,117.37185511762223
Eswatini,2022,87.85272727272726,1.518409090909092,89.18669107024793
Eswatini,2023,89.33818181818181,1.5231168831168844,90.6989067485242
Eswatini,2024,90.82363636363635,1.529393939393941,92.212687553719
Eswatini,2025,92.3090909090909,1.5381818181818203,93.72897256198347
Eswatini,2026,93.79454545454544,1.5513636363636394,95.24963992561983
Eswatini,2027,95.28,1.573333333333333,96.779072
Eswatini,2028,96.76545454545453,1.6172727272727343,98.33041585123966
Eswatini,2029,98.25090909090909,1.74909090909091,99.96940680991736
Eswatini,2030,99.73636363636362,0.0,101.71796261630173
Ethiopia,2022,95.72454545454545,0.5344318181818188,96.23612788326446
Ethiopia,2023,96.52545454545454,0.4963636363636376,97.00457180165289
Ethiopia,2024,97.32636363636362,0.4456060606060627,97.76005581129475
Ethiopia,2025,98.12727272727273,0.37454545454545496,98.49480396694214
Ethiopia,2026,98.92818181818181,0.2679545454545469,99.19326437809917
Ethiopia,2027,99.7290909090909,0.09030303030303344,99.81914930027547
Ethiopia,2028,100.53,-0.26500000000000057,100.2635955
Ethiopia,2029,101.3309090909091,-1.3309090909091026,99.98228680991735
Ethiopia,2030,102.1318181818182,0.0,98.65161346546535
Fiji,2022,100.9981818181818,-0.1247727272727257,100.87216363223139
Fiji,2023,101.42,-0.2028571428571431,101.21426228571428
Fiji,2024,101.8418181818182,-0.3069696969696996,101.52919466115704
Fiji,2025,102.2636363636364,-0.45272727272727875,101.80066099173555
Fiji,2026,102.6854545454546,-0.671363636363651,101.99606174380169
Fiji,2027,103.1072727272728,-1.0357575757576,102.03933133884303
Fiji,2028,103.5290909090909,-1.7645454545454484,101.70227304132231
Fiji,2029,103.9509090909091,-3.950909090909093,99.84390317355371
Fiji,2030,104.3727272727273,0.0,95.8991613263513
Gabon,2022,100.5636363636364,-0.07045454545455065,100.49278471074383
Gabon,2023,101.0181818181818,-0.1454545454545431,100.87124628099173
Gabon,2024,101.4727272727273,-0.2454545454545496,101.2236578512397
Gabon,2025,101.9272727272727,-0.3854545454545388,101.53438942148757
Gabon,2026,102.3818181818182,-0.595454545454551,101.77218099173555
Gabon,2027,102.8363636363636,-0.9454545454545334,101.86409256198345
Gabon,2028,103.2909090909091,-1.6454545454545482,101.59130413223141
Gabon,2029,103.7454545454545,-3.745454545454507,99.85971570247933
Gabon,2030,104.2,0.0,96.11951544162288
Gambia,2022,81.27727272727273,2.3403409090909086,83.17943799070248
Gambia,2023,82.70909090909092,2.470129870129869,84.75211286894924
Gambia,2024,84.1409090909091,2.643181818181816,86.36490630165291
Gambia,2025,85.57272727272728,2.8854545454545444,88.04188942148761
Gambia,2026,87.00454545454546,3.248863636363634,89.83120449380166
Gambia,2027,88.43636363636364,3.854545454545454,91.84518347107438
Gambia,2028,89.86818181818182,5.065909090909088,94.42082221074381
Gambia,2029,91.30000000000001,8.699999999999989,99.2431
Gambia,2030,92.7318181818182,0.0,107.8772497
Ghana,2022,81.58545454545454,2.3018181818181827,83.46340337190082
Ghana,2023,81.6781818181818,2.6174025974026,83.81602867060211
Ghana,2024,81.77090909090907,3.038181818181821,84.25525798347105
Ghana,2025,81.86363636363635,3.627272727272731,84.83305371900825
Ghana,2026,81.95636363636362,4.510909090909095,85.65334069421486
Ghana,2027,82.04909090909089,5.983636363636369,86.95861014876031
Ghana,2028,82.14181818181817,8.929090909090917,89.47633580165288
Ghana,2029,82.23454545454544,17.76545454545456,96.84388624793388
Ghana,2030,82.32727272727271,0.0,114.04864283936229
Guatemala,2022,94.67272727272729,0.6659090909090892,95.30316157024795
Guatemala,2023,94.67272727272729,0.7610389610389591,95.3932236127509
Guatemala,2024,94.67272727272729,0.8878787878787856,95.51330633608816
Guatemala,2025,94.67272727272729,1.0654545454545428,95.68142214876035
Guatemala,2026,94.67272727272729,1.3318181818181785,95.9335958677686
Guatemala,2027,94.67272727272729,1.7757575757575712,96.35388539944904
Guatemala,2028,94.67272727272729,2.663636363636357,97.19446446280992
Guatemala,2029,94.67272727272729,5.327272727272714,99.71620165289256
Guatemala,2030,94.67272727272729,0.0,105.02835566821938
Guinea,2022,90.8518181818182,1.1435227272727246,91.89072937086779
Guinea,2023,92.44363636363637,1.0794805194805182,93.44154740968123
Guinea,2024,94.03545454545456,0.9940909090909074,94.97025245041323
Guinea,2025,95.62727272727274,0.8745454545454521,96.46357669421488
Guinea,2026,97.21909090909092,0.6952272727272693,97.89498454338845
Guinea,2027,98.8109090909091,0.39636363636363114,99.2025596033058
Guinea,2028,100.4027272727273,-0.20136363636365218,100.20055269008266
Guinea,2029,101.9945454545455,-1.9945454545455021,99.96021788429752
Guinea,2030,103.5863636363636,0.0,97.96646590213248
Guinea-Bissau,2022,19.91181818181818,10.011022727272728,21.905194825413222
Guinea-Bissau,2023,19.62909090909091,11.481558441558443,21.882816453364818
Guinea-Bissau,2024,19.34636363636364,13.442272727272728,21.94695459917356
Guinea-Bissau,2025,19.06363636363636,16.187272727272727,22.149519173553713
Guinea-Bissau,2026,18.78090909090909,20.304772727272727,22.594329997933883
Guinea-Bissau,2027,18.49818181818182,27.167272727272728,23.52363332231405
Guinea-Bissau,2028,18.21545454545455,40.892272727272726,25.664167896694217
Guinea-Bissau,2029,17.93272727272727,82.06727272727272,32.649627471074375
Guinea-Bissau,2030,17.65,0.0,59.444286292199536
Guyana,2022,93.29545454545456,0.8380681818181799,94.07733406508265
Guyana,2023,93.64545454545456,0.9077922077922064,94.49556068476979
Guyana,2024,93.99545454545455,1.000757575757575,94.93612117768595
Guyana,2025,94.34545454545456,1.1309090909090884,95.4124158677686
Guyana,2026,94.69545454545455,1.326136363636362,95.95124540289257
Guyana,2027,95.04545454545456,1.6515151515151463,96.61514462809919
Guyana,2028,95.39545454545456,2.3022727272727224,97.5917180785124
Guyana,2029,95.74545454545455,4.25454545454545,99.81898842975207
Guyana,2030,96.09545454545456,0.0,104.06583266476333
Haiti,2022,71.54818181818182,3.556477272727273,74.09277664359504
Haiti,2023,71.72,4.04,74.617488
Haiti,2024,71.89181818181818,4.68469696969697,75.25973200964187
Haiti,2025,72.06363636363636,5.587272727272728,76.0900282644628
Haiti,2026,72.23545454545454,6.941136363636364,77.2494159483471
Haiti,2027,72.40727272727273,9.197575757575757,79.06698649035812
Haiti,2028,72.57909090909091,13.710454545454546,82.53001417768596
Haiti,2029,72.75090909090909,27.24909090909091,92.57487044628098
Haiti,2030,72.92272727272727,0.0,117.80068105316123
Indonesia,2022,102.65,-0.3312500000000007,102.309971875
Indonesia,2023,102.9727272727273,-0.4246753246753282,102.53542750885481
Indonesia,2024,103.2954545454545,-0.5492424242424173,102.72811208677683
Indonesia,2025,103.6181818181818,-0.7236363636363592,102.8683629752066
Indonesia,2026,103.9409090909091,-0.9852272727272755,102.9168549070248
Indonesia,2027,104.2636363636364,-1.4212121212121314,102.78182892561985
Indonesia,2028,104.5863636363636,-2.2931818181818002,102.18800816115701
Indonesia,2029,104.9090909090909,-4.9090909090909065,99.7590082644628
Indonesia,2030,105.2318181818182,0.0,94.86174785875282
Kenya,2022,81.39727272727272,2.32534090909091,83.2900368088843
Kenya,2023,82.81636363636363,2.4548051948051954,84.84934403305785
Kenya,2024,84.23545454545453,2.627424242424245,86.44867729889806
Kenya,2025,85.65454545454544,2.869090909090912,88.11205223140495
Kenya,2026,87.07363636363635,3.2315909090909116,89.8875000805785
Kenya,2027,88.49272727272727,3.835757575757578,91.88709376308539
Kenya,2028,89.91181818181818,5.044090909090912,94.44705202892561
Kenya,2029,91.33090909090907,8.669090909090926,99.24846862809918
Kenya,2030,92.74999999999999,0.0,107.85240859934967
Kiribati,2022,84.27181818181819,1.9660227272727262,85.92862127995869
Kiribati,2023,83.83272727272728,2.309610389610388,85.76893665171194
Kiribati,2024,83.39363636363636,2.767727272727273,85.70174478099173
Kiribati,2025,82.95454545454545,3.409090909090909,85.78254132231405
Kiribati,2026,82.51545454545455,4.371136363636364,86.12231758471074
Kiribati,2027,82.07636363636364,5.974545454545454,86.9800532892562
Kiribati,2028,81.63727272727273,9.181363636363635,89.13268759917355
Kiribati,2029,81.19818181818182,18.801818181818177,96.46491633057852
Kiribati,2030,80.75909090909092,0.0,114.60207450829692
Landlocked developing countries (LLDCs),2022,84.13363636363637,1.9832954545454538,85.80225494938017
Landlocked developing countries (LLDCs),2023,84.46181818181819,2.219740259740259,86.33665116410863
Landlocked developing countries (LLDCs),2024,84.79,2.534999999999999,86.93942650000001
Landlocked developing countries (LLDCs),2025,85.11818181818182,2.976363636363635,87.65160842975207
Landlocked developing countries (LLDCs),2026,85.44636363636366,3.638409090909086,88.55525189876035
Landlocked developing countries (LLDCs),2027,85.77454545454546,4.7418181818181795,89.841818446281
Landlocked developing countries (LLDCs),2028,86.1027272727273,6.9486363636363535,92.08569269008265
Landlocked developing countries (LLDCs),2029,86.43090909090911,13.569090909090889,98.15879771900828
Landlocked developing countries (LLDCs),2030,86.75909090909093,0.0,111.47805421677114
Latin America and the Caribbean,2022,100.3218181818182,-0.04022727272727522,100.28146145041325
Latin America and the Caribbean,2023,100.4236363636364,-0.06051948051948638,100.36286050059036
Latin America and the Caribbean,2024,100.5254545454546,-0.08757575757576556,100.43741861707993
Latin America and the Caribbean,2025,100.6272727272727,-0.12545454545453935,100.5010312396694
Latin America and the Caribbean,2026,100.7290909090909,-0.18227272727272492,100.54548924793387
Latin America and the Caribbean,2027,100.8309090909091,-0.27696969696970086,100.55163802754822
Latin America and the Caribbean,2028,100.9327272727273,-0.46636363636365274,100.46201373553721
Latin America and the Caribbean,2029,101.0345454545455,-1.0345454545454942,99.9892971570248
Latin America and the Caribbean,2030,101.1363636363636,0.0,98.95486242825481
Least Developed Countries (LDCs),2022,79.87727272727273,2.5153409090909093,81.88645844524794
Least Developed Countries (LDCs),2023,80.99090909090907,2.7155844155844187,83.19028559622194
Least Developed Countries (LDCs),2024,82.10454545454544,2.982575757575759,84.55337572314049
Least Developed Countries (LDCs),2025,83.2181818181818,3.356363636363639,86.01128661157024
Least Developed Countries (LDCs),2026,84.33181818181816,3.917045454545459,87.63513383264461
Least Developed Countries (LDCs),2027,85.44545454545454,4.851515151515154,89.59085371900827
Least Developed Countries (LDCs),2028,86.5590909090909,6.720454545454551,92.37625526859503
Least Developed Countries (LDCs),2029,87.67272727272726,12.327272727272742,98.48038347107438
Least Developed Countries (LDCs),2030,88.78636363636362,0.0,110.62032892441773
Lesotho,2022,92.43545454545453,0.9455681818181834,93.30949479235537
Lesotho,2023,96.04181818181817,0.5654545454545469,96.58489100826445
Lesotho,2024,99.64818181818181,0.058636363636364784,99.70661188842975
Lesotho,2025,103.2545454545454,-0.6509090909090787,102.58245223140491
Lesotho,2026,106.8609090909091,-1.715227272727276,105.02800163429752
Lesotho,2027,110.4672727272727,-3.4890909090909,106.61296915702478
Lesotho,2028,114.0736363636363,-7.036818181818148,106.04648197933882
Lesotho,2029,117.68,-17.680000000000007,96.87417599999999
Lesotho,2030,121.2863636363636,0.0,79.74682168319998
Liberia,2022,17.99000000000001,10.251249999999999,19.83419987500001
Liberia,2023,18.88000000000001,11.588571428571427,21.067922285714296
Liberia,2024,19.77000000000001,13.371666666666664,22.41357850000001
Liberia,2025,20.66000000000001,15.867999999999999,23.93832880000001
Liberia,2026,21.55000000000001,19.612499999999997,25.776493750000014
Liberia,2027,22.44000000000001,25.853333333333328,28.24148800000001
Liberia,2028,23.33000000000001,38.334999999999994,32.273555500000015
Liberia,2029,24.22000000000001,75.77999999999999,42.57391600000001
Liberia,2030,25.11000000000001,0.0,74.83642954480001
Madagascar,2022,65.6381818181818,4.295227272727274,68.45749090495866
Madagascar,2023,66.44363636363636,4.793766233766235,69.62878896812278
Madagascar,2024,67.24909090909091,5.458484848484848,70.91987234710744
